21:00:06 lundi 11 février 2019 : Performance donnée par l'env : 100
21:00:06 lundi 11 février 2019 : L'Agent commence a explorer ( greedy search )
21:00:06 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:0
21:00:06 lundi 11 février 2019 :  Greedy: noeud perf:99, profondeur : 1[start,bas,] 0:1
21:00:06 lundi 11 février 2019 : L'Agent a fini d'explorer , temps : 8
21:00:06 lundi 11 février 2019 : Liste des actions : 
21:00:06 lundi 11 février 2019 : [start,bas,ramasser,]
21:00:06 lundi 11 février 2019 : L'agent effectue l'action :bas
21:00:07 lundi 11 février 2019 : L'agent effectue l'action :ramasser
21:00:08 lundi 11 février 2019 : Performance donnée par l'env : 74
21:00:08 lundi 11 février 2019 : L'Agent commence a explorer ( greedy search )
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
21:00:08 lundi 11 février 2019 :  Greedy: noeud perf:100, profondeur : 0[start,] 0:1
